"","Park","Site","land_use","area_m2","LU_prop","sum_area_m2","Scale","Period"
"506","IZKI","IZKI_10","Agriculture",28393.1641399241,0.0135857114035798,2089928.40319297,"riparian","1984_1990"
"507","IZKI","IZKI_10","Shrubland",188589.723855605,0.0902374088832326,2089928.40319297,"riparian","1984_1990"
"508","IZKI","IZKI_10","Nat_forest",1502475.49877787,0.7189124261302,2089928.40319297,"riparian","1984_1990"
"509","IZKI","IZKI_10","Plant_forest",166804.250952018,0.0798133805431688,2089928.40319297,"riparian","1984_1990"
"510","GORB","GORB_10","Bare_soil",8744.99396229176,0.00713742260149477,1225231.35458734,"riparian","1984_1990"
"511","GORB","GORB_10","Grassland",187887.306183002,0.153348431281603,1225231.35458734,"riparian","1984_1990"
"512","GORB","GORB_10","Agriculture",23144.5154952887,0.0188899144709562,1225231.35458734,"riparian","1984_1990"
"513","GORB","GORB_10","Shrubland",272498.240957133,0.222405539930792,1225231.35458734,"riparian","1984_1990"
"514","GORB","GORB_10","Nat_forest",530299.13532467,0.432815511404598,1225231.35458734,"riparian","1984_1990"
"515","GORB","GORB_10","Plant_forest",202657.162664958,0.165403180310556,1225231.35458734,"riparian","1984_1990"
"516","AIZK","AIZK_10","Water",16825.1290282275,0.00986470140330084,1705589.28652393,"riparian","1984_1990"
"517","AIZK","AIZK_10","Urban",7572.34208758291,0.00443972188815496,1705589.28652393,"riparian","1984_1990"
"518","AIZK","AIZK_10","Bare_soil",2898.25770876661,0.00169927058739527,1705589.28652393,"riparian","1984_1990"
"519","AIZK","AIZK_10","Grassland",222982.817851871,0.130736525852786,1705589.28652393,"riparian","1984_1990"
"520","AIZK","AIZK_10","Agriculture",3615.65139291738,0.00211988397293832,1705589.28652393,"riparian","1984_1990"
"521","AIZK","AIZK_10","Shrubland",90699.4399937173,0.0531777730490831,1705589.28652393,"riparian","1984_1990"
"522","AIZK","AIZK_10","Nat_forest",824833.329167805,0.483606068403989,1705589.28652393,"riparian","1984_1990"
"523","AIZK","AIZK_10","Plant_forest",536162.319293046,0.314356054842352,1705589.28652393,"riparian","1984_1990"
"524","ARAL","ARAL_01","Water",4150.28078346556,0.00180925478757958,2293917.25917045,"riparian","1984_1990"
"525","ARAL","ARAL_01","Urban",63748.2186020269,0.0277901124581452,2293917.25917045,"riparian","1984_1990"
"526","ARAL","ARAL_01","Bare_soil",2466.46385233036,0.00107521918781949,2293917.25917045,"riparian","1984_1990"
"527","ARAL","ARAL_01","Grassland",634744.776103882,0.276707790381867,2293917.25917045,"riparian","1984_1990"
"528","ARAL","ARAL_01","Agriculture",3327.3303303698,0.00145050145861541,2293917.25917045,"riparian","1984_1990"
"529","ARAL","ARAL_01","Shrubland",199082.899460373,0.0867873061526065,2293917.25917045,"riparian","1984_1990"
"530","ARAL","ARAL_01","Nat_forest",1013091.22683928,0.441642444944001,2293917.25917045,"riparian","1984_1990"
"531","ARAL","ARAL_01","Plant_forest",373306.063198719,0.162737370629366,2293917.25917045,"riparian","1984_1990"
"532","ARTI","ARTI_10","Water",58859.6423170671,0.0296005942468381,1988461.50946292,"riparian","1990_1995"
"533","ARTI","ARTI_10","Urban",1531.44391359459,0.00077016522890012,1988461.50946292,"riparian","1990_1995"
"534","ARTI","ARTI_10","Grassland",9875.66226359235,0.00496648399609192,1988461.50946292,"riparian","1990_1995"
"535","ARTI","ARTI_10","Agriculture",653.31007744146,0.0003285505272958,1988461.50946292,"riparian","1990_1995"
"536","ARTI","ARTI_10","Shrubland",36484.9745353705,0.0183483433608052,1988461.50946292,"riparian","1990_1995"
"537","ARTI","ARTI_10","Nat_forest",1727403.61734662,0.868713630676812,1988461.50946292,"riparian","1990_1995"
"538","ARTI","ARTI_10","Plant_forest",153652.859009226,0.0772722319632567,1988461.50946292,"riparian","1990_1995"
"539","IZKI","IZKI_10","Urban",641.948009532876,0.00030725990723686,2089267.08110342,"riparian","1990_1995"
"540","IZKI","IZKI_10","Grassland",34084.9972262087,0.0163143322050559,2089267.08110342,"riparian","1990_1995"
"541","IZKI","IZKI_10","Agriculture",54815.5001527471,0.0262367126962997,2089267.08110342,"riparian","1990_1995"
"542","IZKI","IZKI_10","Shrubland",320366.609696452,0.153339232017792,2089267.08110342,"riparian","1990_1995"
"543","IZKI","IZKI_10","Nat_forest",1612950.79200696,0.772017520687258,2089267.08110342,"riparian","1990_1995"
"544","IZKI","IZKI_10","Plant_forest",66407.2340115127,0.0317849424863578,2089267.08110342,"riparian","1990_1995"
"545","GORB","GORB_10","Bare_soil",10311.2040532506,0.00841571816558274,1225231.62615162,"riparian","1990_1995"
"546","GORB","GORB_10","Grassland",62783.6352021378,0.0512422580857937,1225231.62615162,"riparian","1990_1995"
"547","GORB","GORB_10","Agriculture",11766.061737783,0.00960313257236068,1225231.62615162,"riparian","1990_1995"
"548","GORB","GORB_10","Shrubland",340487.561544586,0.277896484450077,1225231.62615162,"riparian","1990_1995"
"549","GORB","GORB_10","Nat_forest",657740.615856565,0.536829609861191,1225231.62615162,"riparian","1990_1995"
"550","GORB","GORB_10","Plant_forest",142142.547757294,0.116012796864994,1225231.62615162,"riparian","1990_1995"
"551","AIZK","AIZK_10","Water",3547.63095222514,0.00208000261914058,1705589.65627214,"riparian","1990_1995"
"552","AIZK","AIZK_10","Urban",4196.08756946573,0.00246019759444191,1705589.65627214,"riparian","1990_1995"
"553","AIZK","AIZK_10","Bare_soil",4511.00769406675,0.00264483762403105,1705589.65627214,"riparian","1990_1995"
"554","AIZK","AIZK_10","Grassland",164061.196052381,0.0961903089931754,1705589.65627214,"riparian","1990_1995"
"555","AIZK","AIZK_10","Agriculture",9140.5017641955,0.00535914469848136,1705589.65627214,"riparian","1990_1995"
"556","AIZK","AIZK_10","Shrubland",126809.138280919,0.0743491482928442,1705589.65627214,"riparian","1990_1995"
"557","AIZK","AIZK_10","Nat_forest",920930.444822318,0.539948422784862,1705589.65627214,"riparian","1990_1995"
"558","AIZK","AIZK_10","Plant_forest",472393.649136571,0.276967937393024,1705589.65627214,"riparian","1990_1995"
"559","ARAL","ARAL_01","Urban",55866.7746282151,0.0244435682627002,2285540.88453056,"riparian","1990_1995"
"560","ARAL","ARAL_01","Bare_soil",4395.68137950426,0.00192325650757593,2285540.88453056,"riparian","1990_1995"
"561","ARAL","ARAL_01","Grassland",518251.181521651,0.226752094013884,2285540.88453056,"riparian","1990_1995"
"562","ARAL","ARAL_01","Agriculture",6902.6262247361,0.00302012808935328,2285540.88453056,"riparian","1990_1995"
"563","ARAL","ARAL_01","Shrubland",263068.610962993,0.115101249224437,2285540.88453056,"riparian","1990_1995"
"564","ARAL","ARAL_01","Nat_forest",1101511.65456997,0.481947910897343,2285540.88453056,"riparian","1990_1995"
"565","ARAL","ARAL_01","Plant_forest",335544.355243494,0.146811793004706,2285540.88453056,"riparian","1990_1995"
"566","ARTI","ARTI_10","Water",61869.3736577695,0.0311141926669232,1988461.48187356,"riparian","1995_2000"
"567","ARTI","ARTI_10","Urban",3360.03019514991,0.00168976378259237,1988461.48187356,"riparian","1995_2000"
"568","ARTI","ARTI_10","Grassland",8767.80468643115,0.00440934097359029,1988461.48187356,"riparian","1995_2000"
"569","ARTI","ARTI_10","Shrubland",38685.8389118114,0.0194551613216872,1988461.48187356,"riparian","1995_2000"
"570","ARTI","ARTI_10","Nat_forest",1702410.70383243,0.856144672326461,1988461.48187356,"riparian","1995_2000"
"571","ARTI","ARTI_10","Plant_forest",173367.73058997,0.0871868689287457,1988461.48187356,"riparian","1995_2000"
"572","IZKI","IZKI_10","Urban",213.088084239647,0.00010195952501921,2089928.17688679,"riparian","1995_2000"
"573","IZKI","IZKI_10","Grassland",100574.558111867,0.0481234519081348,2089928.17688679,"riparian","1995_2000"
"574","IZKI","IZKI_10","Agriculture",23056.0916394927,0.0110320019101507,2089928.17688679,"riparian","1995_2000"
"575","IZKI","IZKI_10","Shrubland",200782.453191533,0.0960714609296401,2089928.17688679,"riparian","1995_2000"
"576","IZKI","IZKI_10","Nat_forest",1695223.85058293,0.811139765151251,2089928.17688679,"riparian","1995_2000"
"577","IZKI","IZKI_10","Plant_forest",70078.1352767235,0.033531360575804,2089928.17688679,"riparian","1995_2000"
"578","GORB","GORB_10","Bare_soil",22817.3710031278,0.0186229076071492,1225231.39159904,"riparian","1995_2000"
"579","GORB","GORB_10","Grassland",62965.6994146438,0.0513908636738956,1225231.39159904,"riparian","1995_2000"
"580","GORB","GORB_10","Agriculture",0.200002733618021,1.63236703686639e-07,1225231.39159904,"riparian","1995_2000"
"581","GORB","GORB_10","Shrubland",404081.883223127,0.329800465441684,1225231.39159904,"riparian","1995_2000"
"582","GORB","GORB_10","Nat_forest",581454.993907357,0.474567496306557,1225231.39159904,"riparian","1995_2000"
"583","GORB","GORB_10","Plant_forest",153911.244048054,0.12561810373401,1225231.39159904,"riparian","1995_2000"
"584","AIZK","AIZK_10","Water",2622.48310138272,0.00153758167639235,1705589.46015531,"riparian","1995_2000"
"585","AIZK","AIZK_10","Urban",6651.33019258422,0.00389972519645998,1705589.46015531,"riparian","1995_2000"
"586","AIZK","AIZK_10","Bare_soil",2981.68801555104,0.00174818623426503,1705589.46015531,"riparian","1995_2000"
"587","AIZK","AIZK_10","Grassland",140007.003337965,0.0820871649413315,1705589.46015531,"riparian","1995_2000"
"588","AIZK","AIZK_10","Agriculture",144.988221865604,8.50076910374447e-05,1705589.46015531,"riparian","1995_2000"
"589","AIZK","AIZK_10","Shrubland",120115.984024342,0.0704249098803673,1705589.46015531,"riparian","1995_2000"
"590","AIZK","AIZK_10","Nat_forest",849734.479050374,0.49820575167778,1705589.46015531,"riparian","1995_2000"
"591","AIZK","AIZK_10","Plant_forest",583331.504211241,0.342011672702366,1705589.46015531,"riparian","1995_2000"
"592","ARAL","ARAL_01","Urban",64199.8191306537,0.0279869830474322,2293917.10502873,"riparian","1995_2000"
"593","ARAL","ARAL_01","Bare_soil",8534.05915298409,0.00372029971539762,2293917.10502873,"riparian","1995_2000"
"594","ARAL","ARAL_01","Grassland",501648.490776526,0.218686407489099,2293917.10502873,"riparian","1995_2000"
"595","ARAL","ARAL_01","Agriculture",2352.07605141947,0.00102535355190615,2293917.10502873,"riparian","1995_2000"
"596","ARAL","ARAL_01","Shrubland",244705.220828692,0.106675703447282,2293917.10502873,"riparian","1995_2000"
"597","ARAL","ARAL_01","Nat_forest",930576.625965682,0.405671427239316,2293917.10502873,"riparian","1995_2000"
"598","ARAL","ARAL_01","Plant_forest",541900.813122768,0.236233825509567,2293917.10502873,"riparian","1995_2000"
"599","ARTI","ARTI_10","Water",60170.8400922897,0.0302599971005064,1988461.52867883,"riparian","2000_2005"
"600","ARTI","ARTI_10","Urban",1531.44391359459,0.00077016522145746,1988461.52867883,"riparian","2000_2005"
"601","ARTI","ARTI_10","Grassland",9003.68595462911,0.0045279658795367,1988461.52867883,"riparian","2000_2005"
"602","ARTI","ARTI_10","Shrubland",93709.5471816238,0.0471266583889538,1988461.52867883,"riparian","2000_2005"
"603","ARTI","ARTI_10","Nat_forest",1673696.92829748,0.84170445550914,1988461.52867883,"riparian","2000_2005"
"604","ARTI","ARTI_10","Plant_forest",150349.083239206,0.0756107579004059,1988461.52867883,"riparian","2000_2005"
"605","IZKI","IZKI_10","Grassland",53519.6794004349,0.0256083756090837,2089928.70994327,"riparian","2000_2005"
"606","IZKI","IZKI_10","Agriculture",38200.0667006548,0.0182781673455702,2089928.70994327,"riparian","2000_2005"
"607","IZKI","IZKI_10","Shrubland",328074.047630862,0.156978583082754,2089928.70994327,"riparian","2000_2005"
"608","IZKI","IZKI_10","Nat_forest",1630521.18440033,0.780180288754726,2089928.70994327,"riparian","2000_2005"
"609","IZKI","IZKI_10","Plant_forest",39613.7318109862,0.0189545852078665,2089928.70994327,"riparian","2000_2005"
"610","GORB","GORB_10","Urban",0.2000070232898,1.63240191067055e-07,1225231.49466078,"riparian","2000_2005"
"611","GORB","GORB_10","Bare_soil",16382.4860757369,0.0133709312461582,1225231.49466078,"riparian","2000_2005"
"612","GORB","GORB_10","Grassland",46281.2196849965,0.0377734492515717,1225231.49466078,"riparian","2000_2005"
"613","GORB","GORB_10","Agriculture",1997.62326110196,0.00163040476008578,1225231.49466078,"riparian","2000_2005"
"614","GORB","GORB_10","Shrubland",548595.702365679,0.44774861302236,1225231.49466078,"riparian","2000_2005"
"615","GORB","GORB_10","Nat_forest",537402.624894075,0.438613133302503,1225231.49466078,"riparian","2000_2005"
"616","GORB","GORB_10","Plant_forest",74571.6383721709,0.0608633051771304,1225231.49466078,"riparian","2000_2005"
"617","AIZK","AIZK_10","Water",2062.58063534245,0.00120930670880454,1705589.34332003,"riparian","2000_2005"
"618","AIZK","AIZK_10","Urban",2311.34092183324,0.00135515675615918,1705589.34332003,"riparian","2000_2005"
"619","AIZK","AIZK_10","Grassland",80165.498100181,0.0470016410539562,1705589.34332003,"riparian","2000_2005"
"620","AIZK","AIZK_10","Agriculture",8.8599110793605,5.19463322989235e-06,1705589.34332003,"riparian","2000_2005"
"621","AIZK","AIZK_10","Shrubland",125126.610180175,0.0733626829167499,1705589.34332003,"riparian","2000_2005"
"622","AIZK","AIZK_10","Nat_forest",1031251.38452642,0.604630527603453,1705589.34332003,"riparian","2000_2005"
"623","AIZK","AIZK_10","Plant_forest",464663.069045002,0.272435490327647,1705589.34332003,"riparian","2000_2005"
"624","ARAL","ARAL_01","Urban",60283.7104936996,0.0262798195646962,2293916.45347077,"riparian","2000_2005"
"625","ARAL","ARAL_01","Bare_soil",3181.64113466796,0.00138699085132505,2293916.45347077,"riparian","2000_2005"
"626","ARAL","ARAL_01","Grassland",349213.279224068,0.152234523927712,2293916.45347077,"riparian","2000_2005"
"627","ARAL","ARAL_01","Agriculture",5777.45806568957,0.00251860003748092,2293916.45347077,"riparian","2000_2005"
"628","ARAL","ARAL_01","Shrubland",379483.958916687,0.165430592880798,2293916.45347077,"riparian","2000_2005"
"629","ARAL","ARAL_01","Nat_forest",1008175.39433102,0.439499613338409,2293916.45347077,"riparian","2000_2005"
"630","ARAL","ARAL_01","Plant_forest",487801.011304939,0.212649859399579,2293916.45347077,"riparian","2000_2005"
"631","ARTI","ARTI_10","Water",62731.1004749463,0.031547555817451,1988461.50991659,"riparian","2005_2010"
"632","ARTI","ARTI_10","Urban",1531.44391359459,0.0007701652287244,1988461.50991659,"riparian","2005_2010"
"633","ARTI","ARTI_10","Grassland",12792.0701517273,0.00643314949167103,1988461.50991659,"riparian","2005_2010"
"634","ARTI","ARTI_10","Shrubland",86350.9401039019,0.0434260053178119,1988461.50991659,"riparian","2005_2010"
"635","ARTI","ARTI_10","Nat_forest",1760075.61899492,0.885144424580162,1988461.50991659,"riparian","2005_2010"
"636","ARTI","ARTI_10","Plant_forest",64980.3362774995,0.0326786995641798,1988461.50991659,"riparian","2005_2010"
"637","IZKI","IZKI_10","Grassland",62934.8619929663,0.0301133945520534,2089929.18032467,"riparian","2005_2010"
"638","IZKI","IZKI_10","Agriculture",34438.5866952057,0.0164783510462568,2089929.18032467,"riparian","2005_2010"
"639","IZKI","IZKI_10","Shrubland",203321.035592098,0.0972860886896233,2089929.18032467,"riparian","2005_2010"
"640","IZKI","IZKI_10","Nat_forest",1746542.61494982,0.835694640465518,2089929.18032467,"riparian","2005_2010"
"641","IZKI","IZKI_10","Plant_forest",42692.0810945816,0.020427525246549,2089929.18032467,"riparian","2005_2010"
"642","GORB","GORB_10","Bare_soil",26468.6578758446,0.0216029861936054,1225231.43970159,"riparian","2005_2010"
"643","GORB","GORB_10","Grassland",83400.3356029098,0.0680690463046088,1225231.43970159,"riparian","2005_2010"
"644","GORB","GORB_10","Agriculture",0.200000647604168,1.63234994731183e-07,1225231.43970159,"riparian","2005_2010"
"645","GORB","GORB_10","Shrubland",472821.585352985,0.385903895404564,1225231.43970159,"riparian","2005_2010"
"646","GORB","GORB_10","Nat_forest",574141.516236511,0.468598419557652,1225231.43970159,"riparian","2005_2010"
"647","GORB","GORB_10","Plant_forest",68399.14463269,0.055825489304575,1225231.43970159,"riparian","2005_2010"
"648","AIZK","AIZK_10","Water",1964.52520750619,0.00115181599926899,1705589.44202285,"riparian","2005_2010"
"649","AIZK","AIZK_10","Bare_soil",1123.93454588368,0.00065897133166506,1705589.44202285,"riparian","2005_2010"
"650","AIZK","AIZK_10","Grassland",108370.108829515,0.0635382150941241,1705589.44202285,"riparian","2005_2010"
"651","AIZK","AIZK_10","Shrubland",137934.461777814,0.0808720190095819,1705589.44202285,"riparian","2005_2010"
"652","AIZK","AIZK_10","Nat_forest",869273.705714896,0.509661753466254,1705589.44202285,"riparian","2005_2010"
"653","AIZK","AIZK_10","Plant_forest",586922.705947236,0.344117225099106,1705589.44202285,"riparian","2005_2010"
"654","ARAL","ARAL_01","Urban",37825.1415233623,0.016489322842533,2293917.21446529,"riparian","2005_2010"
"655","ARAL","ARAL_01","Bare_soil",17269.2298334556,0.00752827073468777,2293917.21446529,"riparian","2005_2010"
"656","ARAL","ARAL_01","Grassland",471210.036470851,0.205417193567157,2293917.21446529,"riparian","2005_2010"
"657","ARAL","ARAL_01","Agriculture",1787.12434245778,0.00077907098442275,2293917.21446529,"riparian","2005_2010"
"658","ARAL","ARAL_01","Shrubland",326969.413298497,0.142537582104816,2293917.21446529,"riparian","2005_2010"
"659","ARAL","ARAL_01","Nat_forest",960016.825517006,0.418505436666678,2293917.21446529,"riparian","2005_2010"
"660","ARAL","ARAL_01","Plant_forest",478839.443479664,0.208743123099706,2293917.21446529,"riparian","2005_2010"
"661","ARTI","ARTI_10","Water",61530.2544599482,0.0309436492041308,1988461.47893036,"riparian","2010_2015"
"662","ARTI","ARTI_10","Urban",2184.75176545116,0.00109871465381687,1988461.47893036,"riparian","2010_2015"
"663","ARTI","ARTI_10","Bare_soil",519.625448018312,0.00026132034918666,1988461.47893036,"riparian","2010_2015"
"664","ARTI","ARTI_10","Grassland",6141.04142205187,0.00308833813836578,1988461.47893036,"riparian","2010_2015"
"665","ARTI","ARTI_10","Shrubland",98440.1035548065,0.0495056628443009,1988461.47893036,"riparian","2010_2015"
"666","ARTI","ARTI_10","Nat_forest",1770237.2992507,0.890254761285569,1988461.47893036,"riparian","2010_2015"
"667","ARTI","ARTI_10","Plant_forest",49408.4030293867,0.0248475535246298,1988461.47893036,"riparian","2010_2015"
"668","IZKI","IZKI_10","Grassland",38785.2890725695,0.01855818633762,2089928.85225786,"riparian","2010_2015"
"669","IZKI","IZKI_10","Agriculture",15497.3770416763,0.00741526536893049,2089928.85225786,"riparian","2010_2015"
"670","IZKI","IZKI_10","Shrubland",240600.820509822,0.115123928860013,2089928.85225786,"riparian","2010_2015"
"671","IZKI","IZKI_10","Nat_forest",1750664.9640605,0.83766725463844,2089928.85225786,"riparian","2010_2015"
"672","IZKI","IZKI_10","Plant_forest",44380.4015732847,0.0212353647949969,2089928.85225786,"riparian","2010_2015"
"673","GORB","GORB_10","Bare_soil",21931.6879830857,0.0179000347069445,1225231.58989055,"riparian","2010_2015"
"674","GORB","GORB_10","Grassland",46541.9750388529,0.0379862675945291,1225231.58989055,"riparian","2010_2015"
"675","GORB","GORB_10","Shrubland",485892.921570563,0.396572309741024,1225231.58989055,"riparian","2010_2015"
"676","GORB","GORB_10","Nat_forest",593402.799768759,0.484318886865924,1225231.58989055,"riparian","2010_2015"
"677","GORB","GORB_10","Plant_forest",77462.2055292923,0.0632225010915788,1225231.58989055,"riparian","2010_2015"
"678","AIZK","AIZK_10","Urban",1696.72491390497,0.00099480263660184,1705589.4822523,"riparian","2010_2015"
"679","AIZK","AIZK_10","Bare_soil",2415.87529527176,0.001416445938727,1705589.4822523,"riparian","2010_2015"
"680","AIZK","AIZK_10","Grassland",76838.7148041385,0.0450511190434112,1705589.4822523,"riparian","2010_2015"
"681","AIZK","AIZK_10","Shrubland",137482.723187717,0.0806071593535893,1705589.4822523,"riparian","2010_2015"
"682","AIZK","AIZK_10","Nat_forest",999499.345541225,0.586014017992973,1705589.4822523,"riparian","2010_2015"
"683","AIZK","AIZK_10","Plant_forest",487656.098510043,0.285916455034698,1705589.4822523,"riparian","2010_2015"
"684","ARAL","ARAL_01","Urban",47896.975615581,0.0208807786246369,2293830.91869324,"riparian","2010_2015"
"685","ARAL","ARAL_01","Bare_soil",10286.6893823446,0.00448450201735216,2293830.91869324,"riparian","2010_2015"
"686","ARAL","ARAL_01","Grassland",427712.066686861,0.186461897954764,2293830.91869324,"riparian","2010_2015"
"687","ARAL","ARAL_01","Agriculture",1628.75595419609,0.00071005929030025,2293830.91869324,"riparian","2010_2015"
"688","ARAL","ARAL_01","Shrubland",324823.768115631,0.141607546340285,2293830.91869324,"riparian","2010_2015"
"689","ARAL","ARAL_01","Nat_forest",1075594.4072938,0.468907450208468,2293830.91869324,"riparian","2010_2015"
"690","ARAL","ARAL_01","Plant_forest",405888.255644832,0.176947765564194,2293830.91869324,"riparian","2010_2015"
"691","ARTI","ARTI_10","Water",56716.1452519948,0.0285226259743098,1988461.55690849,"riparian","2015_2019"
"692","ARTI","ARTI_10","Urban",5212.79827932806,0.00262152328830159,1988461.55690849,"riparian","2015_2019"
"693","ARTI","ARTI_10","Bare_soil",2157.81876072266,0.00108516996631178,1988461.55690849,"riparian","2015_2019"
"694","ARTI","ARTI_10","Grassland",6961.39248477355,0.00350089367359789,1988461.55690849,"riparian","2015_2019"
"695","ARTI","ARTI_10","Shrubland",112360.834474577,0.0565064152657127,1988461.55690849,"riparian","2015_2019"
"696","ARTI","ARTI_10","Nat_forest",1745425.29184393,0.877776734370255,1988461.55690849,"riparian","2015_2019"
"697","ARTI","ARTI_10","Plant_forest",59627.2758131669,0.0299866374615111,1988461.55690849,"riparian","2015_2019"
"698","IZKI","IZKI_10","Grassland",25138.0934337902,0.0120282076820532,2089928.4497139,"riparian","2015_2019"
"699","IZKI","IZKI_10","Agriculture",16197.8861840258,0.00775045011050171,2089928.4497139,"riparian","2015_2019"
"700","IZKI","IZKI_10","Shrubland",246558.307358653,0.117974520798741,2089928.4497139,"riparian","2015_2019"
"701","IZKI","IZKI_10","Nat_forest",1755571.12773484,0.840014943083419,2089928.4497139,"riparian","2015_2019"
"702","IZKI","IZKI_10","Plant_forest",46463.0350025918,0.0222318783252854,2089928.4497139,"riparian","2015_2019"
"703","GORB","GORB_10","Bare_soil",18952.9322932969,0.0154688606854936,1225231.30039373,"riparian","2015_2019"
"704","GORB","GORB_10","Grassland",66516.7646026776,0.0542891489805249,1225231.30039373,"riparian","2015_2019"
"705","GORB","GORB_10","Agriculture",0.200005506779701,1.63238979215948e-07,1225231.30039373,"riparian","2015_2019"
"706","GORB","GORB_10","Shrubland",459667.275594422,0.375167754404173,1225231.30039373,"riparian","2015_2019"
"707","GORB","GORB_10","Nat_forest",589689.27358903,0.481288123637986,1225231.30039373,"riparian","2015_2019"
"708","GORB","GORB_10","Plant_forest",90404.8543088005,0.0737859490528429,1225231.30039373,"riparian","2015_2019"
"709","AIZK","AIZK_10","Urban",2311.34092183324,0.0013551567591279,1705589.33958362,"riparian","2015_2019"
"710","AIZK","AIZK_10","Bare_soil",3183.93970644497,0.00186676806224777,1705589.33958362,"riparian","2015_2019"
"711","AIZK","AIZK_10","Grassland",61331.2598093926,0.0359589840215377,1705589.33958362,"riparian","2015_2019"
"712","AIZK","AIZK_10","Shrubland",171907.829549422,0.100790867742753,1705589.33958362,"riparian","2015_2019"
"713","AIZK","AIZK_10","Nat_forest",1055863.90200148,0.619061035090221,1705589.33958362,"riparian","2015_2019"
"714","AIZK","AIZK_10","Plant_forest",410991.067595045,0.240967188324112,1705589.33958362,"riparian","2015_2019"
"715","ARAL","ARAL_01","Urban",55277.6910134455,0.0240975114551569,2293916.99289413,"riparian","2015_2019"
"716","ARAL","ARAL_01","Bare_soil",7385.58383399511,0.00321963866036715,2293916.99289413,"riparian","2015_2019"
"717","ARAL","ARAL_01","Grassland",314565.460831899,0.137130271847817,2293916.99289413,"riparian","2015_2019"
"718","ARAL","ARAL_01","Shrubland",394582.217127015,0.172012421700224,2293916.99289413,"riparian","2015_2019"
"719","ARAL","ARAL_01","Nat_forest",1226102.26335104,0.534501582729076,2293916.99289413,"riparian","2015_2019"
"720","ARAL","ARAL_01","Plant_forest",296003.776736742,0.129038573607359,2293916.99289413,"riparian","2015_2019"
"721","ARTI","ARTI_10","Urban",11145.2852790368,0.00560497893093708,1988461.58323978,"riparian","2019_2023"
"722","ARTI","ARTI_10","Bare_soil",11462.7094080138,0.00576461195158604,1988461.58323978,"riparian","2019_2023"
"723","ARTI","ARTI_10","Grassland",6941.19156979423,0.00349073455997325,1988461.58323978,"riparian","2019_2023"
"724","ARTI","ARTI_10","Shrubland",79700.6993730634,0.0400815887240868,1988461.58323978,"riparian","2019_2023"
"725","ARTI","ARTI_10","Nat_forest",1786650.31534012,0.898508842413311,1988461.58323978,"riparian","2019_2023"
"726","ARTI","ARTI_10","Plant_forest",92561.3822697575,0.0465492434201058,1988461.58323978,"riparian","2019_2023"
"727","IZKI","IZKI_10","Grassland",39414.9941132373,0.0188594863359104,2089929.35497863,"riparian","2019_2023"
"728","IZKI","IZKI_10","Agriculture",27256.760850304,0.0130419532054388,2089929.35497863,"riparian","2019_2023"
"729","IZKI","IZKI_10","Shrubland",194030.803323583,0.0928408430942238,2089929.35497863,"riparian","2019_2023"
"730","IZKI","IZKI_10","Nat_forest",1778567.29003066,0.851017899621229,2089929.35497863,"riparian","2019_2023"
"731","IZKI","IZKI_10","Plant_forest",50659.5066608411,0.0242398177431979,2089929.35497863,"riparian","2019_2023"
"732","GORB","GORB_10","Bare_soil",21901.3193379424,0.0178752491771584,1225231.55458603,"riparian","2019_2023"
"733","GORB","GORB_10","Grassland",35377.6118313969,0.0288742252017416,1225231.55458603,"riparian","2019_2023"
"734","GORB","GORB_10","Shrubland",604000.932817696,0.492968802963756,1225231.55458603,"riparian","2019_2023"
"735","GORB","GORB_10","Nat_forest",404927.085237588,0.330490252003346,1225231.55458603,"riparian","2019_2023"
"736","GORB","GORB_10","Plant_forest",159024.605361406,0.129791470653999,1225231.55458603,"riparian","2019_2023"
"737","AIZK","AIZK_10","Urban",3339.23487250491,0.00195781862594687,1705589.49039007,"riparian","2019_2023"
"738","AIZK","AIZK_10","Bare_soil",541.470647098642,0.00031746832995248,1705589.49039007,"riparian","2019_2023"
"739","AIZK","AIZK_10","Grassland",82403.7188731041,0.0483139227448325,1705589.49039007,"riparian","2019_2023"
"740","AIZK","AIZK_10","Shrubland",99036.5216041054,0.0580658606083786,1705589.49039007,"riparian","2019_2023"
"741","AIZK","AIZK_10","Nat_forest",1057291.78981796,0.619898161764677,1705589.49039007,"riparian","2019_2023"
"742","AIZK","AIZK_10","Plant_forest",462976.754575301,0.271446767926213,1705589.49039007,"riparian","2019_2023"
"743","ARAL","ARAL_01","Urban",48825.9481955021,0.0212849678921477,2293916.92968044,"riparian","2019_2023"
"744","ARAL","ARAL_01","Bare_soil",23004.8732328277,0.010028642683252,2293916.92968044,"riparian","2019_2023"
"745","ARAL","ARAL_01","Grassland",331344.777667832,0.144444976790851,2293916.92968044,"riparian","2019_2023"
"746","ARAL","ARAL_01","Agriculture",1586.91920931252,0.00069179454093553,2293916.92968044,"riparian","2019_2023"
"747","ARAL","ARAL_01","Shrubland",310331.157973147,0.135284392367416,2293916.92968044,"riparian","2019_2023"
"748","ARAL","ARAL_01","Nat_forest",1262298.83733693,0.550280971819138,2293916.92968044,"riparian","2019_2023"
"749","ARAL","ARAL_01","Plant_forest",316524.416064892,0.137984253906259,2293916.92968044,"riparian","2019_2023"
