"","Park","Site","land_use","area_m2","LU_prop","sum_area_m2","Scale","Period"
"243","ARAL","ARAL_01","Shrubland",7544205.06668016,0.108522931997077,69517151.1481403,"catchment","2015_2019"
"244","ARAL","ARAL_01","Nat_forest",34291838.528246,0.493286015923904,69517151.1481403,"catchment","2015_2019"
"245","ARAL","ARAL_01","Plant_forest",16439448.2099331,0.236480464725903,69517151.1481403,"catchment","2015_2019"
"246","IZKI","IZKI_10","Urban",31744.3189925918,0.00072809305913726,43599260.5535982,"catchment","2015_2019"
"247","IZKI","IZKI_10","Bare_soil",258363.95705126,0.00592587933305986,43599260.5535982,"catchment","2015_2019"
"248","IZKI","IZKI_10","Grassland",1167221.34998006,0.0267715859204802,43599260.5535982,"catchment","2015_2019"
"249","IZKI","IZKI_10","Agriculture",1396463.03447022,0.0320295118939802,43599260.5535982,"catchment","2015_2019"
"250","IZKI","IZKI_10","Shrubland",5178912.03408293,0.118784400660105,43599260.5535982,"catchment","2015_2019"
"251","IZKI","IZKI_10","Nat_forest",32927708.846769,0.755235488599394,43599260.5535982,"catchment","2015_2019"
"252","IZKI","IZKI_10","Plant_forest",2638847.01225212,0.0605250405338432,43599260.5535982,"catchment","2015_2019"
"253","GORB","GORB_10","Bare_soil",642478.719510676,0.0164113663997118,39148398.9731629,"catchment","2015_2019"
"254","GORB","GORB_10","Grassland",5176185.94325004,0.132219607417367,39148398.9731629,"catchment","2015_2019"
"255","GORB","GORB_10","Agriculture",13161.070619578,0.0003361841343397,39148398.9731629,"catchment","2015_2019"
"256","GORB","GORB_10","Shrubland",10564707.1653577,0.269863070839756,39148398.9731629,"catchment","2015_2019"
"257","GORB","GORB_10","Nat_forest",14280795.4473716,0.364786193610661,39148398.9731629,"catchment","2015_2019"
"258","GORB","GORB_10","Plant_forest",8471070.62705331,0.216383577598165,39148398.9731629,"catchment","2015_2019"
"259","ARTI","ARTI_10","Urban",19668.5307139929,0.00041768738550372,47089118.3133841,"catchment","2019_2023"
"260","ARTI","ARTI_10","Bare_soil",16390.9791457749,0.00034808422270068,47089118.3133841,"catchment","2019_2023"
"261","ARTI","ARTI_10","Grassland",1373198.09326832,0.0291616862335267,47089118.3133841,"catchment","2019_2023"
"262","ARTI","ARTI_10","Shrubland",5681934.26141489,0.120663424267171,47089118.3133841,"catchment","2019_2023"
"263","ARTI","ARTI_10","Nat_forest",33644977.6137878,0.714495807500072,47089118.3133841,"catchment","2019_2023"
"264","ARTI","ARTI_10","Plant_forest",6352948.83505331,0.134913310391025,47089118.3133841,"catchment","2019_2023"
"265","AIZK","AIZK_10","Urban",109691.718528301,0.00204622688597779,53606821.0617243,"catchment","2019_2023"
"266","AIZK","AIZK_10","Bare_soil",1014301.9730128,0.018921136395029,53606821.0617243,"catchment","2019_2023"
"267","AIZK","AIZK_10","Grassland",10468228.7600309,0.195277924575634,53606821.0617243,"catchment","2019_2023"
"268","AIZK","AIZK_10","Agriculture",22272.754993423,0.00041548359989072,53606821.0617243,"catchment","2019_2023"
"269","AIZK","AIZK_10","Shrubland",5554196.77692354,0.103609888945444,53606821.0617243,"catchment","2019_2023"
"270","AIZK","AIZK_10","Nat_forest",21294838.9324701,0.397241218761148,53606821.0617243,"catchment","2019_2023"
"271","AIZK","AIZK_10","Plant_forest",15143290.1457652,0.282488120836876,53606821.0617243,"catchment","2019_2023"
"272","ARAL","ARAL_01","Water",146107.121626944,0.00210166257500838,69519780.8460578,"catchment","2019_2023"
"273","ARAL","ARAL_01","Urban",161375.930050369,0.00232129514918516,69519780.8460578,"catchment","2019_2023"
"274","ARAL","ARAL_01","Bare_soil",1111050.8435508,0.0159817943904495,69519780.8460578,"catchment","2019_2023"
"275","ARAL","ARAL_01","Grassland",10255820.5524942,0.147523775646018,69519780.8460578,"catchment","2019_2023"
"276","ARAL","ARAL_01","Agriculture",122981.105718207,0.00176900882341001,69519780.8460578,"catchment","2019_2023"
"277","ARAL","ARAL_01","Shrubland",7012400.61487604,0.100869141552734,69519780.8460578,"catchment","2019_2023"
"278","ARAL","ARAL_01","Nat_forest",34688893.4514201,0.498978751504323,69519780.8460578,"catchment","2019_2023"
"279","ARAL","ARAL_01","Plant_forest",16021151.2263212,0.230454570358872,69519780.8460578,"catchment","2019_2023"
"280","IZKI","IZKI_10","Urban",6537.68380914551,0.00014994941740563,43599261.1525803,"catchment","2019_2023"
"281","IZKI","IZKI_10","Bare_soil",272756.31652902,0.00625598483365302,43599261.1525803,"catchment","2019_2023"
"282","IZKI","IZKI_10","Grassland",1578258.65249109,0.0361992063803054,43599261.1525803,"catchment","2019_2023"
"283","IZKI","IZKI_10","Agriculture",1302832.49623982,0.0298819856529316,43599261.1525803,"catchment","2019_2023"
"284","IZKI","IZKI_10","Shrubland",3807438.35529633,0.0873280476467661,43599261.1525803,"catchment","2019_2023"
"285","IZKI","IZKI_10","Nat_forest",33624099.522724,0.771208012104905,43599261.1525803,"catchment","2019_2023"
"286","IZKI","IZKI_10","Plant_forest",3007338.12549082,0.0689768139640331,43599261.1525803,"catchment","2019_2023"
"287","GORB","GORB_10","Urban",658.048891267806,1.67993378384458e-05,39171120.7665482,"catchment","2019_2023"
"288","GORB","GORB_10","Bare_soil",720561.642361884,0.0183952265919651,39171120.7665482,"catchment","2019_2023"
"289","GORB","GORB_10","Grassland",3679373.26596581,0.0939307631225083,39171120.7665482,"catchment","2019_2023"
"290","GORB","GORB_10","Agriculture",6344.57020430076,0.00016197060692016,39171120.7665482,"catchment","2019_2023"
"291","GORB","GORB_10","Shrubland",13875941.6733019,0.35423907720179,39171120.7665482,"catchment","2019_2023"
"292","GORB","GORB_10","Nat_forest",11960180.4054426,0.305331585397385,39171120.7665482,"catchment","2019_2023"
"293","GORB","GORB_10","Plant_forest",8928061.16038046,0.227924577741593,39171120.7665482,"catchment","2019_2023"
"294","AIZK",NA,"Grassland",56373.5690623032,0.182292432755029,309247.993514135,"reach","1984_1990"
"295","AIZK",NA,"Nat_forest",87672.368835282,0.28350181949127,309247.993514135,"reach","1984_1990"
"296","AIZK",NA,"Plant_forest",158325.246762286,0.51196854978155,309247.993514135,"reach","1984_1990"
"297","AIZK",NA,"Shrubland",6876.80885426423,0.0222371979721508,309247.993514135,"reach","1984_1990"
"298","ARAL",NA,"Grassland",87628.035470846,0.28337597943991,309228.875517403,"reach","1984_1990"
"299","ARAL",NA,"Nat_forest",105355.304249749,0.34070331909809,309228.875517403,"reach","1984_1990"
"300","ARAL",NA,"Plant_forest",67737.6255885188,0.219053364519015,309228.875517403,"reach","1984_1990"
"301","ARAL",NA,"Shrubland",45979.3682559707,0.148690409907671,309228.875517403,"reach","1984_1990"
"302","ARAL",NA,"Urban",2528.54195231819,0.00817692703531461,309228.875517403,"reach","1984_1990"
"303","ARTI",NA,"Grassland",2249.03757209049,0.00727390357984881,309192.656652899,"reach","1984_1990"
"304","ARTI",NA,"Nat_forest",246707.286575536,0.797907975067114,309192.656652899,"reach","1984_1990"
"305","ARTI",NA,"Plant_forest",55562.5465735189,0.179702025187143,309192.656652899,"reach","1984_1990"
"306","ARTI",NA,"Shrubland",4673.78593175363,0.0151160961658945,309192.656652899,"reach","1984_1990"
"307","GORB",NA,"Grassland",50474.578836196,0.163209291144612,309262.900918263,"reach","1984_1990"
"308","GORB",NA,"Nat_forest",104275.624774205,0.337174696559431,309262.900918263,"reach","1984_1990"
"309","GORB",NA,"Plant_forest",86982.1893685035,0.281256462091755,309262.900918263,"reach","1984_1990"
"310","GORB",NA,"Shrubland",67530.5079393587,0.218359550204203,309262.900918263,"reach","1984_1990"
"311","IZKI",NA,"Agriculture",16288.0538769854,0.0526693655949018,309250.998051931,"reach","1984_1990"
"312","IZKI",NA,"Grassland",34878.1454019291,0.112782644588497,309250.998051931,"reach","1984_1990"
"313","IZKI",NA,"Nat_forest",152280.564451606,0.492417374271606,309250.998051931,"reach","1984_1990"
"314","IZKI",NA,"Plant_forest",25084.9246285153,0.0811150967548467,309250.998051931,"reach","1984_1990"
"315","IZKI",NA,"Shrubland",80719.309692896,0.261015518790148,309250.998051931,"reach","1984_1990"
"316","AIZK",NA,"Grassland",50090.0477241925,0.161973727489953,309247.97805434,"reach","1990_1995"
"317","AIZK",NA,"Nat_forest",87923.8585459671,0.284315063591192,309247.97805434,"reach","1990_1995"
"318","AIZK",NA,"Plant_forest",158261.90713721,0.51176375714056,309247.97805434,"reach","1990_1995"
"319","AIZK",NA,"Shrubland",12972.1646469699,0.0419474517782957,309247.97805434,"reach","1990_1995"
"320","ARAL",NA,"Bare_soil",780.403709920292,0.00252370881554962,309228.903553334,"reach","1990_1995"
"321","ARAL",NA,"Grassland",72967.1657937047,0.235964895115698,309228.903553334,"reach","1990_1995"
"322","ARAL",NA,"Nat_forest",114638.31981113,0.370723171391247,309228.903553334,"reach","1990_1995"
"323","ARAL",NA,"Plant_forest",53753.6302410173,0.173831196318769,309228.903553334,"reach","1990_1995"
"324","ARAL",NA,"Shrubland",63366.7124819251,0.204918465750715,309228.903553334,"reach","1990_1995"
"325","ARAL",NA,"Urban",3722.67151563635,0.0120385626080205,309228.903553334,"reach","1990_1995"
"326","ARTI",NA,"Grassland",9280.32614007589,0.0300147047093502,309192.651733298,"reach","1990_1995"
"327","ARTI",NA,"Nat_forest",270752.709007561,0.87567640268859,309192.651733298,"reach","1990_1995"
"328","ARTI",NA,"Plant_forest",27848.3491053033,0.0900679526152665,309192.651733298,"reach","1990_1995"
"329","ARTI",NA,"Shrubland",1311.26748035848,0.00424093998679357,309192.651733298,"reach","1990_1995"
"330","GORB",NA,"Agriculture",1803.28782191873,0.00583092142167538,309262.926304466,"reach","1990_1995"
"331","GORB",NA,"Grassland",23252.0233960339,0.0751852919258175,309262.926304466,"reach","1990_1995"
"332","GORB",NA,"Nat_forest",122246.703467992,0.395284054667585,309262.926304466,"reach","1990_1995"
"333","GORB",NA,"Plant_forest",63713.265352299,0.206016499014738,309262.926304466,"reach","1990_1995"
"334","GORB",NA,"Shrubland",98247.6462662229,0.317683232970185,309262.926304466,"reach","1990_1995"
"335","IZKI",NA,"Agriculture",20030.7304745782,0.0647717425880989,309251.06650224,"reach","1990_1995"
"336","IZKI",NA,"Grassland",2128.6397537738,0.0068832090956051,309251.06650224,"reach","1990_1995"
"337","IZKI",NA,"Nat_forest",164318.446486556,0.531343184503992,309251.06650224,"reach","1990_1995"
"338","IZKI",NA,"Plant_forest",17729.0234427042,0.057328899923376,309251.06650224,"reach","1990_1995"
"339","IZKI",NA,"Shrubland",105044.226344628,0.339672963888928,309251.06650224,"reach","1990_1995"
"340","AIZK",NA,"Agriculture",10.2915961444378,3.32794225909998e-05,309248.038072063,"reach","1995_2000"
"341","AIZK",NA,"Grassland",56923.4327630371,0.184070473390594,309248.038072063,"reach","1995_2000"
"342","AIZK",NA,"Nat_forest",80980.0598133627,0.261861191806469,309248.038072063,"reach","1995_2000"
"343","AIZK",NA,"Plant_forest",144555.264953478,0.467441170701276,309248.038072063,"reach","1995_2000"
"344","AIZK",NA,"Shrubland",26778.9889460408,0.0865938846790697,309248.038072063,"reach","1995_2000"
"345","ARAL",NA,"Agriculture",2378.89490064234,0.0076929884126117,309228.972286301,"reach","1995_2000"
"346","ARAL",NA,"Grassland",63788.0278532078,0.206280890763849,309228.972286301,"reach","1995_2000"
"347","ARAL",NA,"Nat_forest",102502.482001811,0.331477614286764,309228.972286301,"reach","1995_2000"
"348","ARAL",NA,"Plant_forest",80439.8053071557,0.260130235250662,309228.972286301,"reach","1995_2000"
"349","ARAL",NA,"Shrubland",52716.2388722096,0.170476389978757,309228.972286301,"reach","1995_2000"
"350","ARAL",NA,"Urban",7403.52335127427,0.0239418813073559,309228.972286301,"reach","1995_2000"
"351","ARTI",NA,"Grassland",9560.63020327968,0.0309212713217322,309192.662352154,"reach","1995_2000"
"352","ARTI",NA,"Nat_forest",261968.732569877,0.847266977738004,309192.662352154,"reach","1995_2000"
"353","ARTI",NA,"Plant_forest",34136.79181981,0.110406215852982,309192.662352154,"reach","1995_2000"
"354","ARTI",NA,"Shrubland",3526.50775918764,0.011405535087282,309192.662352154,"reach","1995_2000"
"355","GORB",NA,"Agriculture",1744.76054089153,0.00564167477460672,309262.871504881,"reach","1995_2000"
"356","GORB",NA,"Grassland",17022.1311855343,0.0550409789015545,309262.871504881,"reach","1995_2000"
"357","GORB",NA,"Nat_forest",133516.395936173,0.431724620826543,309262.871504881,"reach","1995_2000"
"358","GORB",NA,"Plant_forest",49076.794726164,0.158689578504381,309262.871504881,"reach","1995_2000"
"359","GORB",NA,"Shrubland",106402.572561656,0.344052204016273,309262.871504881,"reach","1995_2000"
"360","GORB",NA,"Urban",1500.21655446259,0.00485094297664151,309262.871504881,"reach","1995_2000"
"361","IZKI",NA,"Agriculture",12378.0478398707,0.0400258868824238,309251.057352739,"reach","1995_2000"
"362","IZKI",NA,"Grassland",19297.2467101885,0.0623999376926224,309251.057352739,"reach","1995_2000"
"363","IZKI",NA,"Nat_forest",190217.036276546,0.615089364301121,309251.057352739,"reach","1995_2000"
"364","IZKI",NA,"Plant_forest",21900.4910358725,0.0708178372075615,309251.057352739,"reach","1995_2000"
"365","IZKI",NA,"Shrubland",65458.2354902616,0.211666973916272,309251.057352739,"reach","1995_2000"
"366","AIZK",NA,"Grassland",42820.29126749,0.138465864766991,309247.996533641,"reach","2000_2005"
"367","AIZK",NA,"Nat_forest",110545.360336029,0.357465081666271,309247.996533641,"reach","2000_2005"
"368","AIZK",NA,"Plant_forest",130924.184966145,0.423363082166009,309247.996533641,"reach","2000_2005"
"369","AIZK",NA,"Shrubland",24958.1599639766,0.0807059714007287,309247.996533641,"reach","2000_2005"
"370","ARAL",NA,"Agriculture",1847.23106684086,0.00597366942679791,309228.873387967,"reach","2000_2005"
"371","ARAL",NA,"Bare_soil",249.585443888949,0.00080712205543565,309228.873387967,"reach","2000_2005"
"372","ARAL",NA,"Grassland",41362.996269257,0.13376175328027,309228.873387967,"reach","2000_2005"
"373","ARAL",NA,"Nat_forest",109314.127751919,0.353505565486993,309228.873387967,"reach","2000_2005"
"374","ARAL",NA,"Plant_forest",74646.7342626039,0.241396391755922,309228.873387967,"reach","2000_2005"
"375","ARAL",NA,"Shrubland",68133.6748156254,0.220334130086692,309228.873387967,"reach","2000_2005"
"376","ARAL",NA,"Urban",13674.5237778316,0.04422136790789,309228.873387967,"reach","2000_2005"
"377","ARTI",NA,"Grassland",7867.49211345939,0.0254452758316123,309192.644069713,"reach","2000_2005"
"378","ARTI",NA,"Nat_forest",251138.937278007,0.812240983396044,309192.644069713,"reach","2000_2005"
"379","ARTI",NA,"Plant_forest",29199.3276607045,0.0944373296737325,309192.644069713,"reach","2000_2005"
"380","ARTI",NA,"Shrubland",20986.8870175424,0.067876411098611,309192.644069713,"reach","2000_2005"
"381","GORB",NA,"Agriculture",1987.77404047549,0.0064274570343855,309262.905973751,"reach","2000_2005"
"382","GORB",NA,"Grassland",13276.3429129843,0.0429289858451731,309262.905973751,"reach","2000_2005"
"383","GORB",NA,"Nat_forest",126441.110991365,0.408846675592243,309262.905973751,"reach","2000_2005"
"384","GORB",NA,"Plant_forest",26077.5360101328,0.0843215772290071,309262.905973751,"reach","2000_2005"
"385","GORB",NA,"Shrubland",140879.281773011,0.45553242581562,309262.905973751,"reach","2000_2005"
"386","GORB",NA,"Urban",600.860245782969,0.00194287848357076,309262.905973751,"reach","2000_2005"
"387","IZKI",NA,"Agriculture",8411.48427169361,0.0271995367345525,309251.012389789,"reach","2000_2005"
"388","IZKI",NA,"Grassland",12499.6590704106,0.0404191371074823,309251.012389789,"reach","2000_2005"
"389","IZKI",NA,"Nat_forest",179878.341657942,0.581658052686398,309251.012389789,"reach","2000_2005"
"390","IZKI",NA,"Plant_forest",20826.9661016627,0.0673464767042114,309251.012389789,"reach","2000_2005"
"391","IZKI",NA,"Shrubland",87634.5612880803,0.283376796767356,309251.012389789,"reach","2000_2005"
"392","AIZK",NA,"Agriculture",566.720728364783,0.0018325773750038,309247.912854762,"reach","2005_2010"
"393","AIZK",NA,"Bare_soil",8.80509869754314,2.84726212580081e-05,309247.912854762,"reach","2005_2010"
"394","AIZK",NA,"Grassland",60821.6134769406,0.196675906121654,309247.912854762,"reach","2005_2010"
"395","AIZK",NA,"Nat_forest",93035.4924021015,0.300844366396081,309247.912854762,"reach","2005_2010"
"396","AIZK",NA,"Plant_forest",115836.935085382,0.374576287406617,309247.912854762,"reach","2005_2010"
"397","AIZK",NA,"Shrubland",38677.964417318,0.125071060497288,309247.912854762,"reach","2005_2010"
"398","AIZK",NA,"Urban",300.381645957929,0.00097132958209811,309247.912854762,"reach","2005_2010"
"399","ARAL",NA,"Agriculture",501.447464041412,0.00162160609132799,309228.897648478,"reach","2005_2010"
"400","ARAL",NA,"Bare_soil",930.09259615466,0.00300778033109946,309228.897648478,"reach","2005_2010"
"401","ARAL",NA,"Grassland",51821.6256359787,0.167583385738056,309228.897648478,"reach","2005_2010"
"402","ARAL",NA,"Nat_forest",102263.90501805,0.330706172015982,309228.897648478,"reach","2005_2010"
"403","ARAL",NA,"Plant_forest",88934.9052302726,0.287602180477231,309228.897648478,"reach","2005_2010"
"404","ARAL",NA,"Shrubland",53187.1946315702,0.171999431605619,309228.897648478,"reach","2005_2010"
"405","ARAL",NA,"Urban",11589.7270724103,0.0374794437406854,309228.897648478,"reach","2005_2010"
"406","ARTI",NA,"Grassland",6688.08500196238,0.0216308014595449,309192.658185634,"reach","2005_2010"
"407","ARTI",NA,"Nat_forest",262790.157134182,0.849923664669967,309192.658185634,"reach","2005_2010"
"408","ARTI",NA,"Plant_forest",30317.4529931815,0.0980535992383735,309192.658185634,"reach","2005_2010"
"409","ARTI",NA,"Shrubland",9396.9630563074,0.0303919346321142,309192.658185634,"reach","2005_2010"
"410","GORB",NA,"Agriculture",2588.63415068051,0.00837033359251243,309262.960916652,"reach","2005_2010"
"411","GORB",NA,"Grassland",25833.196029498,0.0835314903308456,309262.960916652,"reach","2005_2010"
"412","GORB",NA,"Nat_forest",120294.237318586,0.388970722397649,309262.960916652,"reach","2005_2010"
"413","GORB",NA,"Plant_forest",25493.434937693,0.0824328748005605,309262.960916652,"reach","2005_2010"
"414","GORB",NA,"Shrubland",135053.458480194,0.436694578878432,309262.960916652,"reach","2005_2010"
"415","IZKI",NA,"Agriculture",18832.3162690929,0.0608965360397922,309251.026311038,"reach","2005_2010"
"416","IZKI",NA,"Grassland",15892.3381709806,0.0513897669493791,309251.026311038,"reach","2005_2010"
"417","IZKI",NA,"Nat_forest",197651.471116897,0.639129555929438,309251.026311038,"reach","2005_2010"
"418","IZKI",NA,"Plant_forest",20408.9554831532,0.0659947865868237,309251.026311038,"reach","2005_2010"
"419","IZKI",NA,"Shrubland",56465.9452709148,0.182589354494567,309251.026311038,"reach","2005_2010"
"420","AIZK",NA,"Grassland",39188.7393313837,0.126722724272207,309247.923420619,"reach","2010_2015"
"421","AIZK",NA,"Nat_forest",115633.012138925,0.373916858874583,309247.923420619,"reach","2010_2015"
"422","AIZK",NA,"Plant_forest",118051.154184747,0.381736287438804,309247.923420619,"reach","2010_2015"
"423","AIZK",NA,"Shrubland",36375.0177655634,0.117624129414407,309247.923420619,"reach","2010_2015"
"424","ARAL",NA,"Agriculture",2086.9928828604,0.0067490237030814,309228.856598554,"reach","2010_2015"
"425","ARAL",NA,"Bare_soil",1588.21256859617,0.00513604256105379,309228.856598554,"reach","2010_2015"
"426","ARAL",NA,"Grassland",43199.0945335009,0.139699428470812,309228.856598554,"reach","2010_2015"
"427","ARAL",NA,"Nat_forest",115881.444407069,0.37474330721181,309228.856598554,"reach","2010_2015"
"428","ARAL",NA,"Plant_forest",79588.1493023176,0.257376204076711,309228.856598554,"reach","2010_2015"
"429","ARAL",NA,"Shrubland",54568.8520896724,0.176467528580344,309228.856598554,"reach","2010_2015"
"430","ARAL",NA,"Urban",12316.1108145381,0.0398284653961874,309228.856598554,"reach","2010_2015"
"431","ARTI",NA,"Grassland",10309.0682527588,0.0333418912023168,309192.666672803,"reach","2010_2015"
"432","ARTI",NA,"Nat_forest",273715.093650388,0.885257391760981,309192.666672803,"reach","2010_2015"
"433","ARTI",NA,"Plant_forest",15816.7554215885,0.0511550147414275,309192.666672803,"reach","2010_2015"
"434","ARTI",NA,"Shrubland",9351.74934806761,0.0302457022952744,309192.666672803,"reach","2010_2015"
"435","GORB",NA,"Agriculture",1684.7034090552,0.00544747837428462,309262.982485256,"reach","2010_2015"
"436","GORB",NA,"Bare_soil",600.860109973786,0.00194287756376543,309262.982485256,"reach","2010_2015"
"437","GORB",NA,"Grassland",11027.1859190641,0.0356563395672156,309262.982485256,"reach","2010_2015"
"438","GORB",NA,"Nat_forest",122574.406090528,0.396343607325754,309262.982485256,"reach","2010_2015"
"439","GORB",NA,"Plant_forest",31343.6167872503,0.101349396993365,309262.982485256,"reach","2010_2015"
"440","GORB",NA,"Shrubland",142032.210169385,0.459260300175615,309262.982485256,"reach","2010_2015"
"441","IZKI",NA,"Agriculture",11741.7761477135,0.0379684304462044,309251.028017863,"reach","2010_2015"
"442","IZKI",NA,"Grassland",7356.26373616361,0.0237873541870286,309251.028017863,"reach","2010_2015"
"443","IZKI",NA,"Nat_forest",204569.66288674,0.661500348755263,309251.028017863,"reach","2010_2015"
"444","IZKI",NA,"Plant_forest",20906.4875926774,0.0676036155051028,309251.028017863,"reach","2010_2015"
"445","IZKI",NA,"Shrubland",64676.8376545688,0.209140251106402,309251.028017863,"reach","2010_2015"
"446","AIZK",NA,"Bare_soil",657.778698027134,0.00212702699126313,309247.931845243,"reach","2015_2019"
"447","AIZK",NA,"Grassland",43216.0484874728,0.139745634609771,309247.931845243,"reach","2015_2019"
"448","AIZK",NA,"Nat_forest",124769.036524023,0.403459566502327,309247.931845243,"reach","2015_2019"
"449","AIZK",NA,"Plant_forest",86689.1255134395,0.280322409906435,309247.931845243,"reach","2015_2019"
"450","AIZK",NA,"Shrubland",53915.9426222807,0.174345361990204,309247.931845243,"reach","2015_2019"
"451","ARAL",NA,"Agriculture",1138.24652541988,0.00368091921499939,309228.879781341,"reach","2015_2019"
"452","ARAL",NA,"Bare_soil",703.722075239005,0.00227573205884461,309228.879781341,"reach","2015_2019"
"453","ARAL",NA,"Grassland",33902.6131397543,0.109635986016983,309228.879781341,"reach","2015_2019"
"454","ARAL",NA,"Nat_forest",129385.197889478,0.418412400487844,309228.879781341,"reach","2015_2019"
"455","ARAL",NA,"Plant_forest",61630.4254108943,0.199303588508531,309228.879781341,"reach","2015_2019"
"456","ARAL",NA,"Shrubland",67739.090851512,0.219058099940119,309228.879781341,"reach","2015_2019"
"457","ARAL",NA,"Urban",14729.583889044,0.0476332737726805,309228.879781341,"reach","2015_2019"
"458","ARTI",NA,"Grassland",5176.44860711855,0.0167418230355578,309192.648621618,"reach","2015_2019"
"459","ARTI",NA,"Nat_forest",261198.097524649,0.844774604729677,309192.648621618,"reach","2015_2019"
"460","ARTI",NA,"Plant_forest",24643.0250475942,0.0797011997453784,309192.648621618,"reach","2015_2019"
"461","ARTI",NA,"Shrubland",18175.0774422561,0.0587823724893871,309192.648621618,"reach","2015_2019"
"462","GORB",NA,"Agriculture",2285.56365442862,0.00739035764628135,309262.929322326,"reach","2015_2019"
"463","GORB",NA,"Grassland",13041.542609351,0.0421697570993341,309262.929322326,"reach","2015_2019"
"464","GORB",NA,"Nat_forest",125095.758983991,0.404496456326362,309262.929322326,"reach","2015_2019"
"465","GORB",NA,"Plant_forest",36398.5695643892,0.117694576728442,309262.929322326,"reach","2015_2019"
"466","GORB",NA,"Shrubland",132441.494510166,0.42824885219958,309262.929322326,"reach","2015_2019"
"467","IZKI",NA,"Agriculture",11181.3006127321,0.0361560645440833,309251.041387518,"reach","2015_2019"
"468","IZKI",NA,"Grassland",5444.40234932841,0.0176051221198835,309251.041387518,"reach","2015_2019"
"469","IZKI",NA,"Nat_forest",200619.909783485,0.648728324028797,309251.041387518,"reach","2015_2019"
"470","IZKI",NA,"Plant_forest",24283.8994743502,0.0785248753420376,309251.041387518,"reach","2015_2019"
"471","IZKI",NA,"Shrubland",67721.5291676228,0.218985613965199,309251.041387518,"reach","2015_2019"
"472","AIZK",NA,"Grassland",57862.5784259393,0.187107393679088,309247.952676742,"reach","2019_2023"
"473","AIZK",NA,"Nat_forest",133670.786787991,0.432244694365746,309247.952676742,"reach","2019_2023"
"474","AIZK",NA,"Plant_forest",89594.5082223616,0.2897173851819,309247.952676742,"reach","2019_2023"
"475","AIZK",NA,"Shrubland",26804.9714231875,0.0866779268582801,309247.952676742,"reach","2019_2023"
"476","AIZK",NA,"Urban",1315.10781726241,0.00425259991498504,309247.952676742,"reach","2019_2023"
"477","ARAL",NA,"Bare_soil",3235.50307505925,0.010463133115423,309228.893426769,"reach","2019_2023"
"478","ARAL",NA,"Grassland",31073.6816451591,0.10048763975711,309228.893426769,"reach","2019_2023"
"479","ARAL",NA,"Nat_forest",133322.447253089,0.431144857699599,309228.893426769,"reach","2019_2023"
"480","ARAL",NA,"Plant_forest",66267.8780427598,0.214300408051789,309228.893426769,"reach","2019_2023"
"481","ARAL",NA,"Shrubland",62409.622807431,0.201823387574909,309228.893426769,"reach","2019_2023"
"482","ARAL",NA,"Urban",12919.7606032713,0.04178057380117,309228.893426769,"reach","2019_2023"
"483","ARTI",NA,"Grassland",6669.89108165581,0.0215719586434087,309192.651066656,"reach","2019_2023"
"484","ARTI",NA,"Nat_forest",262952.411382133,0.850448451717713,309192.651066656,"reach","2019_2023"
"485","ARTI",NA,"Plant_forest",30679.9525037823,0.0992260081148187,309192.651066656,"reach","2019_2023"
"486","ARTI",NA,"Shrubland",8890.39609908531,0.0287535815240599,309192.651066656,"reach","2019_2023"
"487","GORB",NA,"Agriculture",794.611888096734,0.00256937261985969,309263.001385968,"reach","2019_2023"
"488","GORB",NA,"Grassland",11042.5999667903,0.035706178615944,309263.001385968,"reach","2019_2023"
"489","GORB",NA,"Nat_forest",65574.497300949,0.212034730980026,309263.001385968,"reach","2019_2023"
"490","GORB",NA,"Plant_forest",58129.6071010311,0.187961724617954,309263.001385968,"reach","2019_2023"
"491","GORB",NA,"Shrubland",173721.685129101,0.561727993166217,309263.001385968,"reach","2019_2023"
"492","IZKI",NA,"Agriculture",9144.3451942917,0.0295693293733821,309251.017458763,"reach","2019_2023"
"493","IZKI",NA,"Bare_soil",661.096965834498,0.00213773578262407,309251.017458763,"reach","2019_2023"
"494","IZKI",NA,"Grassland",10668.4237175077,0.0344976188119746,309251.017458763,"reach","2019_2023"
"495","IZKI",NA,"Nat_forest",211193.479462633,0.682919271205939,309251.017458763,"reach","2019_2023"
"496","IZKI",NA,"Plant_forest",28528.2073120393,0.0922493563528644,309251.017458763,"reach","2019_2023"
"497","IZKI",NA,"Shrubland",49055.4648064561,0.158626688473216,309251.017458763,"reach","2019_2023"
"498","ARTI","ARTI_10","Water",60350.5527129145,0.0303503761374123,1988461.44244392,"riparian","1984_1990"
"499","ARTI","ARTI_10","Urban",1531.44391359459,0.00077016525485772,1988461.44244392,"riparian","1984_1990"
"500","ARTI","ARTI_10","Grassland",13496.8892163153,0.00678760418895876,1988461.44244392,"riparian","1984_1990"
"501","ARTI","ARTI_10","Shrubland",37382.4877037142,0.0187997045885734,1988461.44244392,"riparian","1984_1990"
"502","ARTI","ARTI_10","Nat_forest",1632682.43201466,0.821078245303066,1988461.44244392,"riparian","1984_1990"
"503","ARTI","ARTI_10","Plant_forest",243017.636882725,0.122213904527132,1988461.44244392,"riparian","1984_1990"
"504","IZKI","IZKI_10","Urban",2124.28640614124,0.00101643979903607,2089928.40319297,"riparian","1984_1990"
"505","IZKI","IZKI_10","Grassland",201541.47906141,0.0964346332407832,2089928.40319297,"riparian","1984_1990"
